siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 17:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 17:00",19
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 17:00",20
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 17:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 18:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 18:00",32
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 18:00",18
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 18:00",42
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 18:00",16
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 18:00",0.48
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 19:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 19:00",44
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 19:00",18
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 19:00",51
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 19:00",11
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 19:00",0.53
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 20:00",1.6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 20:00",13
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 20:00",21
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 20:00",15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 20:00",5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 20:00",0.51
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 21:00",27
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 21:00",0.57
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 21:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 21:00",33
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 21:00",23
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 21:00",2.2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 22:00",1.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 22:00",0.65
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 22:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 22:00",22
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 22:00",25
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 22:00",14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 23:00",1.4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 23:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 23:00",18
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 23:00",12
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 23:00",5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 23:00",0.43
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 00:00",2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 00:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 00:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 00:00",17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 00:00",5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 00:00",0.36
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 01:00",2.8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 01:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 01:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 01:00",15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 01:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 01:00",0.28
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 02:00",0.26
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 02:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 02:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 02:00",14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 02:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 02:00",2.8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 03:00",0.25
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 03:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 03:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 03:00",28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 03:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 03:00",3.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 04:00",0.26
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 04:00",2.1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 04:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 04:00",22
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 04:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 04:00",7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 05:00",0.27
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 05:00",3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 05:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 05:00",12
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 05:00",22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 05:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 06:00",2.9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 06:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 06:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 06:00",29
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 06:00",3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 06:00",0.38
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 07:00",13
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 07:00",0.56
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 07:00",6
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 07:00",46
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 07:00",18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 07:00",3.7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 08:00",2.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 08:00",0.63
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 08:00",6
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 08:00",26
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 08:00",18
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 08:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 09:00",2.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 09:00",8
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 09:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 09:00",21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 09:00",17
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 09:00",0.38
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 10:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 10:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 10:00",28
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 10:00",14
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 10:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 10:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 11:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 11:00",0.21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 11:00",39
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 11:00",15
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 11:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 11:00",9
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 12:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 12:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 12:00",44
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 12:00",17
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 12:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 12:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 13:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 13:00",0.19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 13:00",61
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 13:00",23
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 13:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 13:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 14:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 14:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 14:00",10
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 14:00",7
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 14:00",32
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 14:00",0.21
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 15:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 15:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 15:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 15:00",18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 15:00",28
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 15:00",0.27
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 16:00",0.1
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 16:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 16:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 16:00",12
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 16:00",25
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 16:00",0.27
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 17:00",0.39
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 17:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 17:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 17:00",11
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 17:00",20
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 17:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 18:00",0.46
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 18:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 18:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 18:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 18:00",16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 18:00",x
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 19:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 19:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 19:00",0.53
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 19:00",14
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 19:00",24
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 19:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 20:00",7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 20:00",0.54
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 20:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 20:00",23
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 20:00",18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 20:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 21:00",24
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 21:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 21:00",0.62
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 21:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 21:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 21:00",8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 22:00",0.53
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 22:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 22:00",21
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 22:00",17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 22:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 22:00",x
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-17 23:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-17 23:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-17 23:00",23
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-17 23:00",23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-17 23:00",4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-17 23:00",0.64
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 00:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 00:00",1.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 00:00",0.55
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 00:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 00:00",28
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 00:00",21
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 01:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 01:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 01:00",0.49
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 01:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 01:00",21
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 01:00",17
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 02:00",0.41
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 02:00",2.1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 02:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 02:00",30
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 02:00",17
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 02:00",9
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 03:00",1.4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 03:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 03:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 03:00",22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 03:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 03:00",0.4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 04:00",0.9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 04:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 04:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 04:00",28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 04:00",3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 04:00",0.41
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 05:00",30
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 05:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 05:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 05:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 05:00",3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 05:00",0.48
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 06:00",0.8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 06:00",0.49
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 06:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 06:00",31
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 06:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 06:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 07:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 07:00",0.45
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 07:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 07:00",22
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 07:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 07:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 08:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 08:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 08:00",0.31
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 08:00",22
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 08:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 08:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 09:00",0.18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 09:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 09:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 09:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 09:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 09:00",29
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 10:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 10:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 10:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 10:00",0.9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 10:00",14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 10:00",42
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 11:00",42
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 11:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 11:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 11:00",0.4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 11:00",22
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 11:00",0.16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 12:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 12:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 12:00",0.14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 12:00",38
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 12:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 12:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 13:00",9
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 13:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 13:00",0.12
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 13:00",30
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 13:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 13:00",2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 14:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 14:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 14:00",0.11
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 14:00",26
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 14:00",8
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 14:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 15:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 15:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 15:00",0.18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 15:00",28
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 15:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 15:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 16:00",11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 16:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 16:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 16:00",28
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 16:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 16:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 17:00",13
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 17:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 17:00",0.34
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 17:00",30
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 17:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 17:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 18:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 18:00",19
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 18:00",14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 18:00",25
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 18:00",0.5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 18:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 19:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 19:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 19:00",0.51
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 19:00",19
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 19:00",13
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 19:00",21
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 20:00",26
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 20:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 20:00",0.62
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 20:00",11
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 20:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 20:00",11
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 21:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 21:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 21:00",0.66
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 21:00",13
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 21:00",26
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 21:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-18 22:00",7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-18 22:00",0.59
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-18 22:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-18 22:00",x
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-18 22:00",22
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-18 22:00",27
