siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 13:00",37
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 13:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 13:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 14:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 14:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 14:00",0.1
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 14:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 14:00",38
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 14:00",0.15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 15:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 15:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 15:00",0.19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 15:00",37
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 15:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 15:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 16:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 16:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 16:00",29
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 16:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 16:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 16:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 17:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 17:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 17:00",0.32
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 17:00",7
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 17:00",26
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 17:00",3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 18:00",28
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 18:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 18:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 18:00",7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 18:00",0.31
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 18:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 19:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 19:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 19:00",0.33
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 19:00",27
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 19:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 19:00",13
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 20:00",23
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 20:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 20:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 20:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 20:00",4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 20:00",0.28
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 21:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 21:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 21:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 21:00",23
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 21:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 21:00",14
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 22:00",0.25
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 22:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 22:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 22:00",10
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 22:00",3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 22:00",32
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-05 23:00",0.2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-05 23:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-05 23:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-05 23:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-05 23:00",17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-05 23:00",58
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 00:00",0.21
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 00:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 00:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 00:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 00:00",16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 00:00",61
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 01:00",61
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 01:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 01:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 01:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 01:00",13
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 01:00",0.18
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 02:00",0.18
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 02:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 02:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 02:00",14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 02:00",62
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 02:00",0.1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 03:00",64
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 03:00",0.17
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 03:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 03:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 03:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 03:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 04:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 04:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 04:00",0.18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 04:00",65
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 04:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 04:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 05:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 05:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 05:00",0.19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 05:00",65
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 05:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 05:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 06:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 06:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 06:00",64
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 06:00",12
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 06:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 06:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 07:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 07:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 07:00",61
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 07:00",12
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 07:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 07:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 08:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 08:00",0.24
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 08:00",57
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 08:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 08:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 08:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 09:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 09:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 09:00",56
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 09:00",12
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 09:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 09:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 10:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 10:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 10:00",19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 10:00",57
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 10:00",0.22
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 10:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 11:00",0.21
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 11:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 11:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 11:00",6
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 11:00",17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 11:00",61
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 12:00",59
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 12:00",0.3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 12:00",11
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 12:00",0.22
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 12:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 12:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 13:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 13:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 13:00",58
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 13:00",15
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 13:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 13:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 14:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 14:00",0.21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 14:00",58
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 14:00",23
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 14:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 14:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 15:00",28
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 15:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 15:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 15:00",0.21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 15:00",57
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 15:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 16:00",9
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 16:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 16:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 16:00",57
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 16:00",20
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 16:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 17:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 17:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 17:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 17:00",55
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 17:00",22
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 17:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 18:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 18:00",21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 18:00",55
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 18:00",0.25
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 18:00",0.6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 18:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 19:00",12
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 19:00",10
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 19:00",23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 19:00",50
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 19:00",0.26
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 19:00",0.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 20:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 20:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 20:00",0.38
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 20:00",40
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 20:00",25
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 20:00",11
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 21:00",0.48
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 21:00",28
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 21:00",34
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 21:00",19
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 21:00",18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 21:00",1.3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 22:00",32
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 22:00",20
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 22:00",16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 22:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 22:00",0.56
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 22:00",19
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-06 23:00",35
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-06 23:00",21
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-06 23:00",0.46
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-06 23:00",0.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-06 23:00",16
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-06 23:00",17
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 00:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 00:00",0.39
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 00:00",28
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 00:00",26
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 00:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 00:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 01:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 01:00",0.32
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 01:00",36
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 01:00",20
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 01:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 01:00",14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 02:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 02:00",0.4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 02:00",22
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 02:00",26
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 02:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 02:00",13
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 03:00",1.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 03:00",0.42
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 03:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 03:00",33
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 03:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 03:00",20
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 04:00",1.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 04:00",0.43
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 04:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 04:00",35
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 04:00",17
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 04:00",20
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 05:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 05:00",0.37
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 05:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 05:00",23
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 05:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 05:00",16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 06:00",16
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 06:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 06:00",32
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 06:00",15
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 06:00",0.48
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 06:00",0.8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 07:00",0.52
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 07:00",1.1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 07:00",26
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 07:00",26
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 07:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 07:00",19
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 08:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 08:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 08:00",1.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 08:00",0.34
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 08:00",36
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 08:00",18
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 09:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 09:00",0.2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 09:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 09:00",15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 09:00",44
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 09:00",0.25
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 10:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 10:00",9
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 10:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 10:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 10:00",45
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 10:00",18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 11:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 11:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 11:00",56
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 11:00",24
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 11:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 11:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 12:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 12:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 12:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 12:00",65
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 12:00",30
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 12:00",8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 13:00",0.21
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 13:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 13:00",0.3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 13:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 13:00",26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 13:00",66
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 14:00",18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 14:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 14:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 14:00",55
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 14:00",19
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 14:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 15:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 15:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 15:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 15:00",54
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 15:00",0.23
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 15:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 16:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 16:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 16:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 16:00",55
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 16:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 16:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 17:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 17:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 17:00",0.36
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 17:00",50
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 17:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 17:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 18:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 18:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 18:00",0.39
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 18:00",40
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 18:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 18:00",12
